text,Sentiment,Label,tweet_ids,Count,0,1,2
Yeah kaya sobra ang galit ko sa comelec. 👍 https://t.co/lYmcpUT23F,Negative,Hate,['1524991386915057664'],,,,
"Diba sabi nyo tapos na ang eleksyon? Diba natalo na si VP Leni? Diba nanalo na kayo? Diba 31M kayo? Ba't hanggang ngayon parang kayo yung di maka move on? Si Madam nasa US kasama mga anak niya, masaya. Kayo gang ngayon naiwan yung mga galit at lungkot sa pagkatao nyo...",Negative,Hate,['1526211325319184385'],,,,
habang inaan-pack ko yung pc na supposed to be excited at masaya dapat ako habang binubuksan yun pero pinapangunahan ako ng takot at disappointment ko dun sa nangyari sa election :(((,Negative,Hate,['1524645908062740481'],,,,
@crisdalao42 @dionocampos @nabunturanguy Takot sila. Kaya atat na mag proclaim para wala na sa Comelec jurisdiction nagka DQ case.,Negative,Hate,['1527431491541532672'],,,,
Hindi nakakupot sa eleksyon ang ating paglaban. Ating patunayan na mas matibay ang ating hanay! Sumali sa Anakbayan Nueva Ecija nang ma-organisa ang galit at maiturol ito sa mga mapagsamantalang tagapagpalaganap ng pasismo!,Positive,Non-hate,['1526906973534310400'],,,,
"Sana ngaung panahon na may eleksyon tayong ganito sana hindi muna nagpopost ng mga ganitong lalaki nagugulat nlng po kasi ako sa bibig ko bigla biglang pumuputak ng ""PRAK"" kaya tigil po sana mga ganitong posting nakakatanggal angas po https://t.co/8SvGM17G7W",Negative,Hate,['1523931348171620353'],,,,
@isabelmerana Nakakagalit. Minolestya ng @COMELEC mga Pilipino. Ang lungkot grabe.,Negative,Hate,['1527992275468697600'],,,,
"@fishda_axie @kookoocryptotv Up until the 2 months ago, it was virtually impossible to host public events in the PH due to COVID restrictions. Medyo nakalimutan lang natin dahil sa eleksyon at sa mga 500k-1M people sa rallies na inallow na bigla.

Isang taon na pinag-pplanuhan ang AxieCon, and hindi talaga—",Negative,Hate,['1526933562985160705'],,,,
"Grabe yung frustration ng asawa ko sa election di makamove on. Sabi kanina i toiled for 21 years(he works from a semicon industry)but i get nothing from the government only heartaches.

But tuwang tuwa sya sa Angat Buhay NGO.",Negative,Hate,['1525369287505940482'],,,,
like pag nag chichikahan sila about sa election... ang absurb ng mga balita  saan niyo napulot yang mga  yarn vebs... tas may galit pa sa mga journalist😭😭😭,Negative,Hate,['1522091782326321152'],,,,
I’m so anxious. My thoughts are racing. Galit ang mamayan kasi walang tiwala sa Comelec. Nagdidiwang ang mga BBM supporters. Wag nman sanang magkagulo to the point na may rason nang mag-declre ng martial law ulit. Sana nag ooverthink lang ako.,Negative,Hate,['1523932267000782848'],,,,
"Yung inaasar pala ako na talo daw kandidato ko kasi puro posts ako sa social media

Ummm... bro do you think I would lower myself dahil lang talo si Leni? Di ako galit about dun, galit ako because the election is rigged. Imposible po na may 30M na bumoto sa kanya bruh

Study it.",Negative,Hate,['1526023887061864450'],,,,
"@GesmundoDean @arwynML @AlfredoGenom Dami kong tawa sa comment mo, mga 30 Million hahahahaha. So, naipanalo nyo ba ang eleksyon sa pagiging matalino nyo?",Negative,Hate,['1525719081348845568'],,,,
tawa na lang sila dun sa shinare ko kasi guilty sila na nangaaway sila nung election. hahaha,Negative,Hate,['1525000587431247872'],,,,
"galit na naman sila sa caption kasi totoo ahahahahahaha oh wag na mag strong, eleksyon na bukas tas ganyan Padin kayo 🤭 https://t.co/LkD2s3kRiX",Negative,Hate,['1523180330877800449'],,,,
"Ang taas ng #anxiety ko sa eleksyon na ito. Tipo naluluha nalang ako bigla. Ang laki kasi ng nakasalalay.

Real talk. Ang hirap mahalin ng #Pilipinas, pero hindi parin ako mawalan ng pag-asa.

#Halalan2022 
#PHElections2022 
#hope",Negative,Hate,['1522473366690856960'],,,,
Normal lang bang bigla kang maiiyak dahil sa election? 😭,Negative,Hate,['1523572678892089346'],,,,
"Seriously BBM stans? Galit kayo sa Project Nightfall? Alam ng buong mundo ang kagaguhan ng mga Marcoses 30+ years ago. Tsaka sinusubaybayan tayo ng buong mundo itong eleksyon na to. Kaya, wala kayong karapatang i-cancel siya dahil yon ang totoo. Magising kayo sa katotohanan.",Negative,Hate,['1525337147435126786'],,,,
"ang lungkot :(( nainvalidate ng prof namin yung nararamdaman namin this election, manahimik na lang daw at magaral dahil sayang lang pinapaaral ng gobyerno",Negative,Hate,['1527542777961418753'],,,,
@ABSCBNNews Lumabas na nman pagkabobo nitong si mane. Habang papalapit ng papalapit ang eleksyon si vpleni na laang ang intact pa katinuan. Si pingky at DOGmagASO naulul na sa kakatahol at si snorty ngiwi narcos katatakot takot na iwas na ginawa at panigurado magkakanda-utal-utal pag⬇️,Negative,Hate,['1520912485012107264'],,,,
nakakatuwa yung mga silent supporters! bigla sila naging vocal nung papalapit na election,Positive,Non-hate,['1521704871392530434'],,,,
Gigil na si Senator Miguel sa inyo COMELEC HAHAHAHAHAHA https://t.co/mQYcoOLPGO,Negative,Hate,['1529062670686916609'],,,,
Yung inis ko sa election bumabalik kapag naaalala ko yung nasayang na plano ng leni-kiko sa education,Negative,Hate,['1527945228162048000'],,,,
ako lang ba yung may takot sa magiging resulta sa eleksyon?,Negative,Hate,['1522784374642868224'],,,,
"@ellabpunzalan thank you, ella. hindi pa ako fully recovered from the heartbreak nung election, tapos ito naman. hindi ko inexpect na ganito yung lungkot na mararamdaman ko sa pagpanaw ni ms. susan",Negative,Hate,['1527681253821992961'],,,,
pati angat buhay binibigyang malisya. diba para sa inyo tapos na ang eleksyon? bakit parang hanggang ngayon takot na takot padin kayo sa kayang gawin ni leni? eh diba lenlen loser? wala ba kayong mapagusapan dahil nga walang plataporma idolo nyo? anuna? https://t.co/sIHLxKJske,Negative,Hate,['1525340431302918144'],,,,
"Gusto ko yang nangangamba ka, nagmamakaawa, napapaisip, at napapatingin kung saan saan. Gusto ko maramdaman mo ang takot ng mga mawawalan ng trabaho dahil sa desisyon mo na bumoto sa pinaka-unqualified na kandidato sa kasaysayan ng eleksyon dito sa bansa.",Negative,Hate,['1521705576845438976'],,,,
"ang saya ng eleksyon dito sa bicol perahan ang laban, may 50 pesos na ako",Positive,Non-hate,['1521330105280204800'],,,,
sorry mam pero tawang-tawa ako nung pinindot niyo po yung play dun sa umiilaw na Bawat Daan spotify display🤣 1st time ko tumawa ng malakas since election https://t.co/SjEzQZbjh8,Positive,Non-hate,['1524646943330242560'],,,,
Sana rin may econ and IT experts na nag-iimbestiga ng financial trends na bigla na lang nagsilitaw. Like kung ang isang mahirap na munisipyo na palaging standard ang ikot ng ekonomiya pero biglang lumaki ang activity a little prior to and days after election day.,Negative,Hate,['1528977290398355457'],,,,
"@Infinit05105976 @erika_dwight1 Kayo ng ang bitter, dinaan n lhat sa election di nyo tanggapin at mukhang ngpupunla pa ng hatred at pglaban sa gobyerno sa mga Kabataan? Implemented na ang Anti-Terrorist Law, pag may nkulong dyan pananagutan ba ni Lutang? Khit sya pwede kasuhan ng inciting sedition, iyak sya!",Negative,Hate,['1525343155100721152'],,,,
yuck tamang flex lang sa sarili nya na chill lang daw sya regarding sa election so proud ka pang apolitical ka? hahahha iglesia ni chris brown ka ngang talaga 🤢,Negative,Hate,['1521732268926013440'],,,,
"Tuloy ang buhay after ng eleksyon! Balik sa trabaho pero nakangiti at masigla. Happy kami, hindi lang OA katulad nyo! Ang happiness nararamdaman sa puso yan hindi ibinabalandra sa publiko. Di katulad nyo pati pag iyak naka document. Hahahahaha! https://t.co/eOLmGIZOIT",Positive,Non-hate,['1526324481903407104'],,,,
nakaka goodvibes ang live ni VP leni parang natatanggal inis ko sa eleksyon.,Positive,Non-hate,['1524640087522234369'],,,,
For my piece of mind hindi na ako makikinig sa mga space. Nakaka lungkot lang talaga marinig mga sagot nila. Timataas election anxiety ko.,Negative,Hate,['1522121958271643649'],,,,
@bhibhigurl @markjeremy_ @pnagovph bobo mo kayo na nga ang may makinarya sa comelec tas yung ibang kampo pa mangdadaya ano kayo mga hocus pocus?. Kung ibang Presidente pa ngayon ang incharge ndi si digong ndi si Pnoy baka Iyak papa bimby em mo kasi daya lang ang alas eh umiyak pa daw dinaya tukmol natalo sa cebu.,Negative,Hate,['1522472958681247746'],,,,
"VP LENI pakiusap, bakit hindi nyo po hikayatin ang mga supporters nyo na igalang ang resulta ng eleksyon at itigil na ang pagrarally? Mabuting ina ka di ba? Huwag mong hayaang lamunin ng galit ang puso ng mga supporters mo. Salamat po. #bongbongmarcos #BongBongMarcosForPresident",Positive,Non-hate,['1524294879647440896'],,,,
"It was only until yesterday na OK na ako makipag usap tungkol sa election. Prior to that iwas din ako sa socmed. Ang lungkot lungkot kasi. I think ang laking impluwensya din nung mga FB live, tweets, thanksgiving rally nina Leni. Even in defeat, @lenirobredo still radiates hope.",Positive,Non-hate,['1526008296578379777'],,,,
"@oslecjunior A day after the election, sinasabi na namin ng asawa ko na kalimutan na ang radikal na pagmamahal kasi nakakapagod. Ansakit na. But after hearing VP, ayun, iyak ulit, nabuhay ulit ang pag-asa. Haay VP, ikaw lang sakalam! Buong fam supporting AB NGO. #TuloyAngLaban",Positive,Non-hate,['1525375633055834113'],,,,
@inquirerdotnet @NAMercadoINQ pero kung si Leni ang  nanalo katakot takot na akusasyon ng pandaraya ang isisigaw nila hanggang makaabot na naman sa Supreme court at sa susunod na election pa,Negative,Hate,['1525020214567796736'],,,,
"LENI AT KIKO MANALO NA KAYO PLEASE, ANG HIRAP MAG PIGIL NG GALIT HWHEHEHHEHEHEEHE AFTER ELECTION, WALA NA RADIKAL RADIKAL!!! 🤪🤪🤪",Positive,Non-hate,['1522766330713174017'],,,,
@HeyyAubrey they need to file 3x to know how the COMELEC of Panot do the fraud during Election!! hahaha.. Kaya takot na umuwi si Bautista... hahaha,Negative,Hate,['1525724930192867329'],,,,
Skl! Naalala ko lang day before ng exam imbes na makisaya sa bday ng pinsan ko panay laptop lang ako para sa reviewer then eto pa yung nalaman ko election results at iyak nang iyak. While taking the exam halohalo yung kaba for future ng Pinas/result neto. But God is really good! https://t.co/xqP5a5TZid,Positive,Non-hate,['1526230001363742720'],,,,
"mossing, kung may magnanakaw ng eleksyon ikaw yon. masyado ka atang overconfident or baka takot ka na kasi alam mo na ayaw sayo ng marami https://t.co/OdjLb77eJC",Negative,Hate,['1522065511558696960'],,,,
GRABE!!!! Limot ang lungkot ko sa Halalan. Congrats Girls!!! 💚💛💚💛💚💛,Positive,Non-hate,['1523931890843291649'],,,,
"@mydenaryan tama yan be, gulat me sa mga twts mo, yakap talaga. wala me alam sa nangyayari pero ganyan talaga, may mga magc-critic sayo in a good way at may ungrateful din. basta u did your part, gooooo! no wonder kung ako nanalo nung eleksyon😭😭 hindi ko alam gagawin ko, yakaaap uli!!",Positive,Non-hate,['1528738782484189184'],,,,
"naaalala ko nung election sa us, andaming fb friends ko ang nakaabang na matalo si trump an manalo si biden. tapos nung nanalo si biden ang saya saya nila kasi daw wala namang ginawa si trump sa america ganon ganon 😂 SO BAKIT SA BANSA MO HINDI MO MA APPLY ? GAGO KA BA",Negative,Hate,['1522062912377933825'],,,,
"@josiahquising At this point, awa nalang at disgust ang nafeel ko... ganon sila kadesperado para magpapic at siraan ang tao, tapos na po ang eleksyon pwede na kayo bumalik sa kweba",Negative,Hate,['1527476838435803136'],,,,
Nung week after election sobrang lungkot ko. Halos araw araw umiiyak dahil sa takot. Umasa akong makakalaya tayo sa kamay ni Duterte pero hindi may plot twist. Election fraud. Ngayon nilalamon ako ng galit. SOBRANG GALIT NA GALIT AKO TO THE POINT NA ISUMPA KO LAHAT NG APOLOGIES,Negative,Hate,['1528663225834692608'],,,,
Same hahaha sa tatay kong maka 88M sawa na ko paulet ulet. Kaya ung naging option nya for pres si VP tuwang tuwa na ko! Hopefully maconvert pa tlga xa before election itself! Thankfully 5 out of 6 voters sa bahay ang sure na si VP ang iboboto! https://t.co/jLRt82g2yo,Positive,Non-hate,['1522455042409648128'],,,,
"Nawala lang un buang saka un spokesman na cRappler-friendly, gumanda bigla ang performance ng COMELEC.",Negative,Hate,['1524278921327308800'],,,,
"@loidasandiego77 K....sa totoo lang....BAKIT ANG SAYA NINYO MANGUTYA DURING. BEFORE AND AFTER ELECTION... TAPOS NUNG IPPROCLAIM NA... DAHIL NAG CECELEBRATE ANG TAO SA DEMOKRASYA.... SILA BIGLA KONTRABIDA?

K...SA TOTOO LANG KASALANAN NG ABSCBN BAKIT NAWALAN NG TRABAHO MGA TRABAHADOR NILA.",Negative,Hate,['1529309342989660165'],,,,
tangina nitong election nato ha napa-rant ako bigla kay @iLnrki 😭,Negative,Hate,['1523934540317687808'],,,,
Bakit natatakot ako sa Comelec bigla.,Negative,Hate,['1522439685972590593'],,,,
@JessaReyDev @kris10av @ChairAndyBau Galing naman ng reasoning mo gurl @JessaReyDev . Sabihin mo TAKoT yang makulong dito kasi nga pagkatapos ng eleksyon biglang Lipad hahahaha. Tapos ngayon ngawngaw against Marcoses. Bakit kaya??,Negative,Hate,['1526314978306732032'],,,,
"Yung iyak ko sa election hindi dahil natalo si Leni eh, it's literally for losing a one-time chance to experience 6 years of good governance 🥲",Negative,Hate,['1524658248187490305'],,,,
Kasamang manood ng electronic tally ng election tomorrow para may kasamang umiyak sa tuwa haha,Positive,Non-hate,['1523193183663927296'],,,,
@JuanSakalam @COMELEC Kaya nga walang takot ang nagbo vote buying e.,Negative,Hate,['1522435900797382656'],,,,
"@hecklerforever8 Walang naganap n eleksyon, moro-moro ang nangyari. They knew from dstart they'll win. Yung mga rally nila pakitang tao lang, masabi lang n nangampanya sila. Can't shake d feeling n nung nagpapakahirap ang mga kakampinks at mga kandidato eh tawa sila ng tawa. Lokohan ang nangyari.",Negative,Hate,['1525948423731843072'],,,,
"Tatlong araw matapos ang halalan, lungkot, sakit, at pagod pa din ang nararamdaman ko.",Negative,Hate,['1524287723569250304'],,,,
patawa tawa lang sa election memes pero highkey kinakabahan hahaha,Negative,Hate,['1523572896685522949'],,,,
@ran_doomed @Jj70128732 @mari_van1 inggit kalang kase kami puno ng pagmamahal❤️ eh kayo poba? puro  tanim ng sakit pout at galit talo na nga hindi pa makatanggao talo nanga nagpaka depress pa hays sad sana pray ka kay God na maging masaya kana sa lahat tapos napo ang eleksyon MOVE ON 💚,Negative,Hate,['1525019189177913344'],,,,
"BAYAN, BAYAN, BAYAN KO HINDI PA TAPOS ANG LABAN MO!

Organisahin ang galit na dulot Pambansang Halalan! Sumali sa Anakbayan Nueva Ecija bukas, ika-19 ng Mayo, 6:00 PM, sa Google Meet. Mag-fill out lamang sa form na ito: https://t.co/hc68AwcXMT

#JoinNDMOs https://t.co/sSS8eqAm42",Positive,Non-hate,['1526906957478604800'],,,,
"@inquirerdotnet @T2TupasINQ Wla n lang snang eleksyon,bkt takot n takot sila kay bbm? May tntgo b sila n bk mbulgar? Kung gnyn dn pla sna nuon p hnd ung kelan pnlo sk gnyn plbhsa talo ang manok nila,",Negative,Hate,['1527465395422363648'],,,,
@ShameOnYouPpl galit na galit daw buong pilipinas sa mga marcos but they all won the election😂🥳,Positive,Non-hate,['1524647453017862145'],,,,
"putangina nyong nag-aakusa ng NPA sa'ming mga galit sa ""resulta"" nitong eleksyon. EH MAGHAPON NGA LANG AKO SA BAHAY. sarap buhay naman ng NPA?! buti nga mga NPA, karapatan ng masa ang pinaglalaban. kayo? mga magnanakaw at mamamatay-tao. may balato kayo?",Negative,Hate,['1524295865585651712'],,,,
Pwede ba ibalik yung panahon ng campaign rallies? Ang saya at hopeful nung panahon na yun tapos babawiin ng magic election.,Negative,Hate,['1529282977636659201'],,,,
"@Paps_Caloy HELLO ANDITO KAMI @Doc4Dead! BULAG-BULAGA  AT IN DENIAL YARN?? LOL! 
PALIBHASA MGA TALUNAN! LOL! 
FILE PET SA COMELEC THEN PARA LALO KAYONG MAPAHIYA! WAG PURO IYAK LANG DITO SA TWITTER! HAHAHA! 
Nasaan napunta mga utak ng mga pinklawan na 'to??! SMH! 

Amanpulo
Robredos",Negative,Hate,['1526097238954754049'],,,,
Idk pero bakit habang papalapit ang eleksyon nakakaramdam ako ng excitement na kahit papaano there's a tad bit of hope that VP Leni will win at the same time kaba at takot knowing how evil and powerful B/BM is. 😵‍💫,Negative,Hate,['1522070256092872704'],,,,
HOY ANONG IRERELEASE FIRST HALF OF THE YEAR ANG BRAVE CITIZEN??? TEKA LANG ANG ACM PA NG ELEKSYON DI KO MASEIZE YUNG SAYA HUHUHUHU,Negative,Hate,['1528986202090934272'],,,,
"@BenjPagt @honey_galvez22 Yakapin mo sister mo, tell her mag parehistro sa susunod na eleksyon para may saysay ung galit nia sayo 😂 spread love brother besides you are family after all.",Positive,Non-hate,['1526023418331680769'],,,,
"(me ranting about the election)
me: sorry po, galit ako ngayon 
therapist: it's okay, ako rin.

hahaha. shet. lets gow",Positive,Non-hate,['1524996293646745603'],,,,
"Next election kapag nasa legal age na ako, I will never be like those boomers na puro kuda ng ""nAkikiSALi sA eLeKsy0n e m1nOR pA nMan.."" yuck",Negative,Hate,['1522057712162721795'],,,,
"But seryoso, this anxiety I'm feeling is the same anxiety that urges me to vote a candidate na maayos ang track record, walang bahid ng corruption at maganda ang educational attainment. Yung takot ko sa upcoming election ay ang takot na baka mapunta ang pinas sa maruming kamay.",Positive,Non-hate,['1521687923191517184'],,,,
"@momoWow13 @m3butnotm3 @Toshimyy Matagal nang may anomalya sa COMELEC lalo sa smartmatic

Pero pinagtawanan nyo lang nung 2016 kasi si Leni ang nakinabang

Ngayon, galit na galit kayo

Karma is a bitch!",Negative,Hate,['1524975895441571842'],,,,
Ayoko sanang sumakay sa election anxiety bandwagon pero ba't bigla na lang akong naging marupok kaninang may kumanta ng LEAVES sa Tawag ng Tanghalan?,Negative,Hate,['1522111213492379648'],,,,
@rowena_guanzon Salot ng partido! Yong PWD party list nganga nung halalan haha si Leni iyak 16 million + difference? Imagine that? Dahil Sayo Tanda. Now na feel mo ang galit ng taong bayan sayo! Tulad ni Pinoy ako blog..shut down your Twitter account too dahil isa kang LIABILITY ng opposition!,Negative,Hate,['1525020961757487104'],,,,
"Okay hear me out.

Since before election, nag express na ng intent si Sara Duterte to lead Dept. of National Defense. But Bong Bong Marcos put her sa Dept. of Education. 

This may mean na takot si BBM kay Sara kasi baka bumaligtad si Sara once hawak na nya ang AFP.",Negative,Hate,['1524969178301550593'],,,,
hahahahhahaa tapos na election pero galit pa rin sila kay Jema kase hindi daw tumitindig hahahahahahaha ok po. 😂,Negative,Hate,['1528691583398588417'],,,,
"Ginawa ba namang bakasyon ang eleksyon. During the duration of sleeping, bigla akong naalimpungatan kasi yung bunso namin gusto niyang tumabi sa akin, pero since mainit at walang electric fan pinapunta ko na lang siya sa kwarto nila mama. +",Neutral,Non-hate,['1526445529147658240'],,,,
@thisisJonMari @bulatlat Liwasang Bonifacio. Di kailangan ng permit. Wag ma Takot at garapalan na naman ninjanakaw ang ating kalayaan. It was a rigged election. https://t.co/Lv1Flz2R1z,Negative,Hate,['1528109476339150848'],,,,
"grabe yung saya, pagkaka-isa, bayanihan, pagmamahalan at pag-asang ibinigay ng election na 'to para sa ating mga Pilipino! Ano man ang mangyari, manalo o matalo, ang mahalaga NANINDIGAN AT TUMINDIG TAYO SA TAMA AT TOTOO! LABAN NATIN 'TO KAYA IPAPANALO NATIN 'TO! 🤍💙💚💛❤ https://t.co/UKterWKTzd",Positive,Non-hate,['1523137960689881089'],,,,
so ayun po takot ako sa election results,Negative,Hate,['1522085174434881538'],,,,
"One week ago na pala ung Presidential Election.

Pero parang ang tagaaal.

Last week was very dragging. Ang lungkot ni Mama kasi.

So far medyo ok na naman sya. Buti nandito si Papa para pasayahin sya.

Sana maging ok na din ung iba.",Positive,Non-hate,['1526007179987124224'],,,,
"morning and evening shot while riding the MRT..

PS. bakit parang ang lungkot? tangina ibalik niyo nalang kami sa campaign period ng 2022 election. 

*pasok... ""KAY LENI TAYO"" song https://t.co/kEFveRQGj0",Negative,Hate,['1526888995560378368'],,,,
"@ChairAndyBau, may hard evidence po ba kayo? Paki present po. Kayong dalawa ni Guanzon ay nasa Comelec nung biglang natalo si BBM by a very close margin, at galit na galit pala kayo kay BBM, hindi po ba ito maituturing na circumstantial evidence na may dayaan noong 2016 VP race? https://t.co/Gpx18JNfFl",Neutral,Non-hate,['1525313109921271808'],,,,
@ABSCBNNews @jacquemanabat Nawalan na ako ng tiwala sa COMELEC nakaka lungkot na parang walang silbi ang tingin ng marami sa kanila dahil nawala ang integridad at parang wala kang maaasahan o maipagkakatiwala sa kanila.,Negative,Hate,['1527606600063909888'],,,,
"@michiellomongs3 @missingMJsomuch @VancouverEye ng mga taong feeling can afford na bumili ng sasakyan. Ibig sabihin may economic progress kumpara under kay GMA. Now ewan ko na, nagaalisan na investors. Delikado na credit rating natin. Lalo pa't si BBM ang dineklara ng COMELEC na nanalo. Pati nga daw mga callcenters takot na.",Negative,Hate,['1528300480157437952'],,,,
"@imchristan tingin ko, nagpapagod tayo sa kasasagot sa mga dinonyong troll, eh ang daming nangyayaring dayaan sa election. wala na tayo energy na magingay about it. kaya ang saya saya ng kabilang kampo.",Negative,Hate,['1529308661713354752'],,,,
so may nabasa ako na super toxic daw ng election na to na kesyo madami nasisirang dalawang tao friendship and all nakakalungkot pero sila yung mga nakikita mong tuwang tuwa sa fb pag dinodogshow si Vice President Leni lol can u not?,Negative,Hate,['1522484190955986945'],,,,
OH MYGHAD SOBRANG LUNGKOT KO NITONG MGA NAKARAANG ARAW DAHIL SA ELEKSYON PERO SALAMAT SA AYUDA TVING HUHUHUHU MAHAL KO KAYO 😭😭😭 https://t.co/xMd9hUdnGI,Positive,Non-hate,['1524285287220015104'],,,,
siguro galit na galit talaga ako sa mga magnanakaw wala lang kasi nga yong pera na sobra ng group namin sa entrep kahit nasa 100+ yon na sakin na daw dahil sa gasol and all di ko padin ginagastos kasi feel ko di sakin pera pero yong mga magnanakaw na taakbo pa sa eleksyon...,Negative,Hate,['1523192301748572160'],,,,
"Hindi pa man din, lalabag na sa batas? Atat much? Hindi makapaghintay na bumaba sa puwesto yung kasalukuyan? Takot na takot bang hindi maproklama? Baka mabuking ba ang mga kabalbalan sa eleksyon kaya nagmamadali? Kaya ba malakas ang loob gawin kasi pwesidente ang ama? Entitled?",Negative,Hate,['1526447613809426433'],,,,
daming mga BabyM supporter sa FB na lumabas lang bigla pagkatapos eleksyon ... safe yarn? hahahaha,Negative,Hate,['1526387634179739648'],,,,
"""tama na yan, tapos na election"" habang buhay akong galit sa inyo.",Negative,Hate,['1523934790025498624'],,,,
"sobrang lungkot ko na 'di man lang ako nakapag volunteer sa kahit anong campaign this election. sobrang disappointed ko kasi pakiramdam ko wala akong nagawa para sa bansa kasi nalunod ako sa buhay estudyante. babawi ako, Pilipinas!",Negative,Hate,['1522765522990862336'],,,,
"galit na galit si mama sa pagiging leading ng narcos-duterte. bukod kasi sa alam niyang masasama at walang silbi ang mga ito sa lipunan, alam niya ang maruming eleksyon dahil sa balita.",Negative,Hate,['1524997912274477056'],,,,
@itsthedomi Tara ba. Tanggalin natin ang lungkot na dulot ng election na ito.,Negative,Hate,['1525367626779635712'],,,,
normal bang bigla nalang maluluha everytime umaatake yung anxiety ko for this election :DD,Negative,Hate,['1522079591564599296'],,,,
@gmanews LENI LUGAW… Ikaw naman mag file ng Election Protest sa SC para ma feel mo. Ang saya saya.,Negative,Hate,['1523930344872763393'],,,,
"@kimmi_billie Ngayon halalan tayo ang may kapangyarihan kaya sana gamitin po natin ng tama dahil pagkatapos nito balik na naman tayo sa dati wala naman silang paki alam sa atin na hindi tayo nag eexist para sa kanila, ngayon halalan takot mga yan sa atin kaya sana wag tayong mag sayang ng boto",Negative,Hate,['1522839078634283013'],,,,
My mom told me to put down my Leni posts just because marcos had the leading votes and nakakahyia daw sa pamilya ng papa ko. I told her to shut up because I have my rights and also paki ko ba about kay papa na walang bumoboto sa kanya sa ngayong election for councilor lLmao yuck,Negative,Hate,['1526786918926589953'],,,,
"@MacLopez769 Hindi ka ba nakukunsensya tapos na election panalo na kayo, galit na galit ka pa rin? Ano ba ang ginawang masama sa iyo ni VP Leni at sobra ang galit mo?",Negative,Hate,['1527114859691003904'],,,,
NARARAMDAMAN NIYO BA GALIT KO NGAYON COMELEC HAAAA :))))))))) ANDAMING NANGYAYARI NGAYON TAS WALA MAN LANG KAYO MASABI????????????,Negative,Hate,['1523564989742981120'],,,,
@Daddy_Doogies @yekim_mo @edrlopez Hahaha tapos ba election nanalo na bbm. Ikaw 6 yrs ka iyak,Negative,Hate,['1526708289601703936'],,,,
"Naiiyak habang nasa taxi. Sobrang lungkot ni kuya driver sa eleksyon. Ikinulong siya nung martial law dahil sa curfew. Naranasan niya ang pagbagsak ng ekonomiya hanggang ang tanging makain na lang ay giniling na mais. 

Pakiusap wag papayag na maulit ang kasaysayan. 

#NeverAgain",Negative,Hate,['1523935066011103232'],,,,
"@Rainjie9 HE...HE..HE TAKOT MABILANGGO ANG LALAYAS NATNG PRESIDENTE KAYA, NAG HUKOS PUKOS AT MAGIC NANALO SI BBM NG 31 M , MAKATULOG PA KAYA ANG COMELEC NA DINAYA ANG BAYAN SA TULIN NG CM COUNTING KAHIT SIRA, HALANG ANG MGA KALULUWA NITO! DEMONYO!! https://t.co/RVAiz62KxD",Negative,Hate,['1526451367661150208'],,,,
"Tapos na election, nanalo na sila, pero ang tindi pa rin ng galit kay VP Leni. Iba na yan. Personal na kayo.",Negative,Hate,['1526370957140836353'],,,,
@wehustlegirl even their stance last election. playing safe yata o ano. di ko alam. di ba dapat walang takot kahit kanino.,Negative,Hate,['1528353630151028736'],,,,
Election anxiety is real talaga. Ang pangit ng panaginip ko. May nangyari daw kay beepee a day before elections tapos i (and everyone) felt so hopeless. Napagising ako bigla SHUTA,Negative,Hate,['1521306891518812161'],,,,
@jcpunongbayan I do believe it too. Tuwang tuwa sila sa mga memes about the unithieves...me nakausap nga ako na kaya binoto si Robin  kasi mukang tanga daw at masayang paglaruan sa senado. They did not know how significant qn election is. Yan cguro ang kulang sa curriculum ng DepEd.,Negative,Hate,['1525629695131123712'],,,,
"@nabunturanguy pag natalo pala sa eleksyon dapat LUPAYPAY na?
balik sa dati lang naman life ni vp leni ah ano un . . . tumulong sa nangangailangan . . . ah takot na agad sila na MAS MARAMI pang susuporta sa kanya at tuluyang MAGISING ang masa 🤔😉",Positive,Non-hate,['1525986624777388032'],,,,
"The way you're wording your statements make you look like as if sobrang taas ng tingin niyo sa mga sarili niyo. Tapos nakita natin na wala sa eleksyon ang sokusyon. Yung pagkadismaya, galit, lungkot, etc, dalhin natin sa lansangan! MAG ORGANISA!",Negative,Hate,['1524286903083667456'],,,,
"@lakwatsarah Pota tapos na eleksyon ah, panalo na sila ano pang pinagkukuda ng mga bobong ad hominem na yan nyeta 😭😭😭 saya sana patulan kaso sayang oras ko wag na lang pala HAHAHAHAHAHA chz",Negative,Hate,['1527485282068889602'],,,,
“kabataan ang pag-asa ng bayan” tas galit sa mga batang sumasali sa rally at nagbibigay ng opinyon tungkol sa halalan kase “di pa naman botante mga yan” 😂😂😂 laugh nalang aq d2 dili n aq mgtalk,Negative,Hate,['1523148136851832835'],,,,
7 days more to go to May 9 2022 Presidential Election..Meron iiyak sa tuwa dahil nanalo at meron ding iiyak dahil di matanggap ang pagkatalo... https://t.co/LKTpD8XCCl,Neutral,Non-hate,['1520929349352009728'],,,,
"@JamesDhariel @COMELEC @JBPhilippines @ovationprod @philconcerts tawang tawa ako sa pacomelec hahahaha pero malay mo bigyan nila tayo pambili tix, malaki ata kinita nila last election. ☺️ emz. HAHAHA",Positive,Non-hate,['1529309094393561088'],,,,
