text,sentiment,label
sama sama tayong mgbantay darating halalan para maiwasan kaguluhan sara tandem kami god bless uniteam,Positive,Non-hate
totoooo dati kasi okay yung pero bigla kami napaisip around pipila kami lalo marami rami botante this election thankfully took hour okay salamat tapos walang aberya,Positive,Non-hate
calling hahaha bakit ganon nung eleksyon walang covid outbreak sabay nung natapos bigla kayo gaganyan sorry pero hindi kayo nag tataka bakit kayo pinagtatawanan nalang mga tao hindi naman tanga,Negative,Hate
naging fake news peddler nagpromote pulitiko before election kung hindi bakit isinasaksak sarili mong ideolohiya kanila galit diktador pero guys different with those arrogant attitudes babaan ninyo,Negative,Hate
simpleng yakap hindi nya maibigay victory kaya para supporters nya tapos eleksyon kaya tapos plastikan kung diring diri,Negative,Hate
lahat naman kaiyak-iyak election choices,Negative,Hate
hahahaha afraid then run again next election then see takot dq hindi niyo naipanalo observation sau hahahaha it's irrelevant,Negative,Hate
naglabasan mga na-scam unithieves kahit iyak tapos eleksyon pinakinabangan kayo kasi mga uto-uto kayo dasurv,Negative,Hate
jusko ako'y tawang-tawa mga jejemong kumukuda graduation jillian hindi kasi kayang i-achieve nung binoto nung eleksyon hahahaha,Negative,Hate
ngek gamit gamit yellow this election takot madurog political dynasty yikes,Negative,Hate
feeling tumindig yung mga malalapit saakin for vp dito halalan nakilala yung mga kaibigan need tlga i-let yung kapag need andyan tpos bobotante deserve deserve i-let tlga,Positive,Non-hate
dito bigla complete with details incl precinct kasabwat comelec pagbigay info lol use para maka-claim oras bigayan basta voter brgy manggagaling yung pila sobrang lantaran pero walang ginagawa,Negative,Hate
nawalan gana bigla japanese class sayang fully paid inumpisahan naman tapos daw election siguro naman daw since naman daw yung bumoto sana daw maging maayos yung next government makita pagbabago,Negative,Hate
takot recount malakas,Negative,Hate
umusbong naman galit comelec today's bidyow,Negative,Hate
lola iboboto niya p*ng since election season began was already expecting that she voted for him t*to when asked lola sino binoto niyo nagulat sabihin niya grabe yung iyak pag-asa,Positive,Non-hate
wow impromptu daw ate icheck panelist lalaki dun tingnan kung sino eh alam ate comelec debate nanghhng dn rules kung paanu ggwin debate takot syang magisa ulit,Negative,Hate
exhibit iyak dahil eleksyon breakdowns dahil omg what bad week shabay shabay lahat,Negative,Hate
normal bumaba yung psei pero gulat susunod makakabangon after xx months kabahan trader/owner/marites kung magtuloy-tuloy triggering factor siguro sumabay election unofficial results pero kabahan,Negative,Hate
funny yung iyak iyak nung mda ngayong post election pero vp mismo hindi yung lyrics minmouth during mda lolz,Positive,Non-hate
mga pinagmo-module niyo takot para kinabukasan maaaring kalabasan eleksyon taon habang kayo busy kinauupuan niyo nagsesend stars kasi hindi naman kayo maaapektuhan dahil pribilehiyong meron kayo,Negative,Hate
nakakamiss yung room experience last presidential election haha nung daming nagaganap daming jollibee,Positive,Non-hate
days simula election naiiyak kasi kayong dalawa yung nanalo niyo worth lahat dasal iyak rally mahal kayo davao tigre norte,Positive,Non-hate
bakit naman matatakot mukha katakot-takot mukha those missed chances kawalan,Negative,Hate
tandaan gumalaw abot tulong taong sinasabi sipag para umayos kang umasa gobyerno eleksyon kung ano-ano tumulong taong walang pasasalamat pangungutya galit binabato,Negative,Hate
nowhere talaga biglaan pagtitinda thicc milo bigla sinabi mama gabi bukas daw magtinda sabay eleksyon natawa pako kong pamili tatlong gatas isang milo pcs cups limang yelo,Positive,Non-hate
nanaman conspiracy theory tatanda mga naniniwala tapos galit kabataang nag-iisip panalo appointee comelec bbm's ex-atty on-board with comission head pero tahimik naman kami pandaraya,Negative,Hate
actually lahat mga napanghihinaan loob natatakot pre post election natatakot naman totoo pero nung tinanong sarili kagabi bigla kong narealize nagsimula pala ulit lift spirits mga kakilala/kaibigan,Positive,Non-hate
kesa ibaling galit supporters bakit hindi sumali mga gawain actively questioning election fraud meron sinasagawang protesta ibat-ibang gawain condemning marcoses bakit hindi natin ituon galit natin kanila,Negative,Hate
hahaha pabibo naman mga kakampink haha chos baaa grabe creativity nailabas saatin kampanyang this not worst election eleksyon kung saan madami namulat nag-asam mabuting pamamahala,Positive,Non-hate
hindi alam kung dahil election anxiety regular anxiety kung bakit natutulala bigla,Negative,Hate
okay meanwhile mga kaibigan nagtatrabaho govt office takot takot post related politics kasi bawal daw,Negative,Hate
kana beh new team kna dba tuwang tuwa kinakabit sexuality apolical claims pack leave dun new team fav naginawang joke time election,Negative,Hate
pano kung bigla bin--il diyan kintatayuan masasabi sinuportahan kayo noong eleksyon,Negative,Hate
bakit parang gulat gulat kayo wala eleksyon obvious namang napagplanuhan lahat,Negative,Hate
sinabi akin bibigyan sample ballot for election kasama kiko...huhu...naiiyak tuwa..kasi para ating bansa kinabukasan nating,Positive,Non-hate
mga protesta kalsada galit takot banta sana maintindihan hindi lahat handang magbuwis gusto nilang samantalahin yung galit natin nitong nakaraang mga araw totoo baka sumama kung nag-aklas after eleksyon,Negative,Hate
miss bigla jimenez,Positive,Non-hate
huwag kami sino trolls nanahimik kami bigla nalang susulpot tapos dinumog kami masama..bumoto nalang election para masaya,Negative,Hate
grabe yong inis habang papalit yong eleksyon pls,Negative,Hate
true haha mean move election parang tong hindi galit galit parin,Positive,Non-hate
duh..inis twag hahaha still living life ikw?sna tlga mlaki bayad sau nkpag tapos eleksyon wla career hahaha,Negative,Hate
election takang taka bakit daming galit m.i remembered chat akong anti simultaneous silang kausap hahaha dinedebunk nung anti lahat sinasabi nung,Neutral,Non-hate
seryosong very same sentiments with magkaso daw paano pwedeng simulan what grounds sorry talaga galit puso't isip,Negative,Hate
appreciate pero talaga tatanggapin nalang natin bulok gobyerno yung naging eleksyon please ayoko move need held accountable galit parin galit galit,Negative,Hate
takot pangamba lalong mahahalungkat mga kalokohan noon comelec,Negative,Hate
grabe lungkot ispin mga nangyayari mundo dahil eleksyon nasira mga relasyon kaibigan sana worth lahat pinaggagawa ninyo kung kandidato ninyo sana ninyo pagsisisihan kung paano nya patakbuhin,Negative,Hate
iiyak niyo remember that survey eh matagal credible dami election nagdaan tapos boom bigla pabor inyo bgla survey not credible seriously kayo2x nalang naglolokohan ehhh compare niyo mga nakaraan pulse asia survey dali tapos gmitin niyo utak niyo,Negative,Hate
two weeks pala since election first time voted fresh yung frustration galit magnanakaw sinungaling,Negative,Hate
pumalag opisyal dalawang barangay maynila matapos bigla raw gibain lokal pamahalaan kanilang barangay hall tingin ganti umano city matapos hindi makuha boto noong eleksyon via,Neutral,Non-hate
kaya toxic election dito nakaka inis minsan time isang stock group facebook niyo ipasok politika group nagsabong ulit doon pero yong mainit akin doon,Negative,Hate
mga kinain eleksyon gigil privileged hindi naman maapektuhan consequence iboboto,Negative,Hate
huwag pansinin maam ilang araw nalang tapos eleksyon.relax kalang habang galit,Positive,Non-hate
hindi maisip parin yung inis inis hanggang hindi nakatulog mula nung election kasi wala daw matutulog okaya malungkot inis kasi hindi totoo yung gold hahahaah,Negative,Hate
yung galit nya hindi alam saan nag-uugat much hate yung nya kahit tapos election nanalo yung kandidato nya pero parang battle field lagi kayo result kasi pabor inyo results pero parang kaming mga,Negative,Hate
after election lungkot mg paligid naiimagine kung baligtad atmosphere kalat,Negative,Hate
naiiyak pls huhu nabasa bigla post pepe herrera.grabe.tagos grabe yung anxiety nitong eleksyon dahil napakalaki nakataya lalaban tayo.bumoto ating prinsipyo.bumoto sumasalamin adhikain natin para bansa yakap mahigpit lahat,Negative,Hate
wala kaming pasok school till friday dahil eleksyon hshshshs binibigay lord yung tulog deserve,Positive,Non-hate
nung tuesday thursday kailangan kayo konti dumating inyo tapos last ppcrv bigla kayong nag sisidatingan naku naku,Negative,Hate
bastos aasar daw mga supporters after election tawag dun karma bumawi kayo nananalo aasar nambabastos kayo matatanda kapansanan relihiyon higit lahat mga inyong tinakwil iyak-iyak kayong,Negative,Hate
hindi kinakahiyang mula kaninang umaga naliligo papunta rally umiiyak maski habang sumisigaw mga panawagan comelec umiiyak halong lungkot galit nararamdaman dahil sinayang nanaman natin pagkakataon para maayos gobyerno,Negative,Hate
hindi takot ayaw nmn tao majority ayaw totoo yung pulse asia simulan time election santiago onwards eh,Neutral,Non-hate
akala down galit eleksyon pero pala nakakasuka kayo,Negative,Hate
halalan noong uwi kna galit,Negative,Hate
hindi nakatanggap kanilang balota ilang mga botanteng tokyo kaya nagdagsaan mga embahada dahil takot hindi makaboto matapos araw eleksyon,Neutral,Non-hate
vp natalo eleksyon pero bakit galit,Neutral,Non-hate
paano kami umaasa gobyerno cge tapos eleksyon dba nanalo kayo kayo tumigil paninira eh kayo itong nanggagalaiti galit ikaw asal hampaslupa bastos dito,Negative,Hate
iyak tapos election philippines great again,Negative,Hate
nag tatago andres tunay magnanakaw kasabwat pandaraya mga pera tungkol comelec lalong lalo doon pcgg kaya takot umuwi.di tulad mga family gusto dito years nanakaw makulong,Negative,Hate
msakit noh pero nung puring puri comelec walang dayaan galit galit gsto manakit hahahaha haha nawala kasi mga appointee abnoy kaya ganun,Negative,Hate
self entitled bobo.sacrificing your own family dahil election.shame you.tapos takot ipost ibang socmed kasi baka makita angkan mong puro dds-marcos.king ka.wala kang utak,Negative,Hate
wala kayong karapatan tawanan kutayain kaming mga galit resulta nitong eleksyon dahil noong kampanya sinabihan namin kayo sinabihan namin kayo pagboto taong isang malaking joke buti sana kung kayo kayo matatanga loob anim taon,Negative,Hate
kausap boss kagabi mga days kong anxious habang palapit eleksyon alam bigla naluha kasi ayoko ibang tao sana hindi ipagdamot panginoon ating mga maipanalo vp alam mananalo,Positive,Non-hate
still can't wrap head around thought that election was dirty fraudulent not whistleblower grabe kapal tinapal pera life changing malamang dun talaga naguugat lungkot ko;this make hopeless.wala talaga aasahan kundi self,Negative,Hate
grabe baliw dahil galit ginawa jimenez election buang nakakatawa,Negative,Hate
matindi troll kesa before election takot ever file protest,Negative,Hate
talaga comelec guni guni namin ying mga sigaw pabalyang inis voters,Negative,Hate
mga ayuda noong kasagsagan pandemya nawawala nauuna kamaganak kaibigan pagdating distribusyon ayuda mga brgy sinita galit kayo kasing mayayaman hindi ninyo alam nangyayari paligid ninyo lalabas kayo election,Negative,Hate
hehe galit puro election daw sermon father ending boboto pala magnanakaw whooopsie,Negative,Hate
takot deadlines backlogs pero takot election for leni-kiko,Negative,Hate
daming gigil gigil apologist ayaw yung statement vp nirerespeto resulta halalan gusto mag-concede pwes manigas,Negative,Hate
apologists obsession with alarming imagine spreading fake claims taong nanalo eleksyon takot padin kayo,Negative,Hate
least electoral protests filed connection with elections comelec spox meron talaga bayaran province namin funny meron budget for hindi dw kami binigyan kasi kami find nanalo naman kahot walang pera diba,Negative,Hate
medyo nakakagaan loob kapag nalaman mong yung mga kamag-anak mong lakas maka mga hindi pala makakaboto this coming election ahahahhhah akin pala talaga huling halakhak,Positive,Non-hate
dami nilang hanash bawal plantsa bawal picture bawal economy bawal lahat laki galit mundo mukhang years contracts mga trolls tapos election pero ayaw tantanan,Negative,Hate
yung mga nagsasabi takot mabiktima torture karahasan pagpatay sana okay kayo natapos eleksyon konti lng incident report kaguluhan tapos papainterview kayo vlogger ganung takot para maging masama tingin satin,Negative,Hate
bakit tumakas panahon prrd takot makulong dahil nandaya kayo election lumabas katotohanan eh kaya huwag kna umasa magpatuloy kasinungalingan mga laban sa.mga,Negative,Hate
ba't kayo galit hindi nagbabayad utang ganyan ganyan mismo binoto niyo nung eleksyon,Negative,Hate
simbahan para magpasalamat for birthday para ipagdasal resulta election tapos biglang sumigaw likod ipanalo natin iyak naman,Positive,Non-hate
probably personal election season for hinding hindi makakalimutan ninakaw philhealth pero kakarampot nabawas katakut-takot hospital binabawi hanggang,Negative,Hate
bakit parang laki obligation boys election para inyo intindihin niyo yung kanta mga vebs andon gigil niyo,Negative,Hate
sincere dahil naibigay sau maging sec but instead deped head simula lng mtapos election nagsabi maging head defense mn lng naimik tandem iyon deped ilalagay pnagbgyan bka takot wla tlaga,Negative,Hate
nakinabang saan respeto namayapa former pres.ferdinand sr nirespeto tapos election nanalo na..tuloy pdin iyak nyo..dipa nagsisimula administration akala mga inapi kayo,Negative,Hate
story time after days sobrang iyak iyak patago because election decided magpunta simbahan para ibuhos lahat pain disappointment then ask god answer vp,Positive,Non-hate
election senador maggovernor,Negative,Hate
dinami daming taong dinegrade sinabihan niong bobo immoral magnanakaw etc bigla kayong gaganyan nanalo maling gjnawa kesyo iccall lol deserve dn icall dahil eleksyon andami niong tinapakan tao pala,Negative,Hate
haha nakakatawa antayin nlng natin matapos recount ppcrv nag match iyak,Negative,Hate
comedy pala election naman aware dami niyo kasing natatawa eh pray tell what's funny about situation haha hehe harap harapan nakikipagaguhan comelec pero sige tawa hahahhaa,Negative,Hate
okay fast forward cb txt same election gulo nararamdaman nasusuka masama pakiramdam dahil halo halong emosyon para txt lungkot dahil lola para eleksyon,Negative,Hate
kakaibang inis nafi-feel for dzai hahahahaha bobita connect past andrea election mhie kasi walang magandang quiet nalang tulad paking candidate hehe,Negative,Hate
parang wala nmn unaatake dahil ngayong election saan kaya nakuha rappler opinion idinikit sara alam naman naten halos lahat respeto takot kanya meanwhile uses gender kapag nagpapavictim,Negative,Hate
bigla laki liquid asset madam after election,Negative,Hate
hahaha tawa nalang kami tingnan natin election basta wlang dayaan,Positive,Non-hate
daming iyak for this week dahil election pero bumawi junmyeon umuwi prios ko.neowa dasineun grey,Positive,Non-hate
bold assume lahat taga kakampinks lols nung wed after election black shirts pink masks kami mga kasama tapos mga tambay lobby guards utility maintenance sumigaw bigla never again kasamang tawanan,Negative,Hate
malapit maisip misogynist kayo niyo matanggap strong woman vp even after election back gusto niyo maging girl iyak iyak for recount hindi nangyare,Negative,Hate
tangina hindi matumbasan pc album lungkot dahil election,Negative,Hate
akin eh madalas magbreakdown asawa dahil election anxiety nagugulat bigla iiyak ayun from,Positive,Non-hate
comelec maaari makaboto mga nakapila pero kailangang ilagay kanilang balota comelec black box pero marami kanila tutol dito dahil daw takot magkaroon ballot switching alamin detalye video,Neutral,Non-hate
hanggang ganyan mga kwento ministro inyo total tiwalag pero yung pagnanakaw boto nakatatak yun mga ninakawan hinde iisang beses eleksyon lalapit mga kandidato tapos bigo ulit iyak,Negative,Hate
legit yung takot pandaraya silang gagawin eleksyon,Negative,Hate
nangyari magiting election lawyers law partner divina law office nagiging katawa tawa bumaba level mga abogadong,Negative,Hate
trolls naipanalo mga trolls president how about naipanalo famas award best iyak for election nakalahati aming mga trolls nag salita mga pink ginawang santa,Negative,Hate
tagal matapos election para matapos away netong mga taong hahahahahahahaha mga galit galitttttt,Positive,Non-hate
excited naalala kagabi baka lockdown pala after election saya-saya naman,Negative,Hate
sobrang lungkot dinaya manok eleksyon iniwan partner,Negative,Hate
nararapat lamang mapakinggan dumadagundong galit siyang tinaguriang pag-asa narito sentimyento mga bulsuan naganap eleksyon naging resulta nito basahin buong mga sagot dito,Neutral,Non-hate
samantalang before election naman ganun kaingay ikampanya bigla silang matapang mang-asar were like naooffend namin any way pagsusuot namin pink mask everyday pink shirt every wed,Negative,Hate
mga kapatid volunteer for nag-h2h comelec support staff pollwatcher ate takot maarawan ayaw mapagod infairness raised them well,Positive,Non-hate
patawa-tawa pero anxiety thought eleksyon next week can't breathe,Negative,Hate
kakapanood fantastoc beasts bigla akong napaisip what qilin dito tuwing eleksyon,Positive,Non-hate
ateng baliktarin kayong mga kakampwet galit galit wala kayo napapatunayan bintang magbintang uli tapos election natalo lutang-ina move,Negative,Hate
interview kanina during our convo madam mejo napagusapan namin yung results election turns kakampink pala naranasan nya under m4rc mejo nagkwentuhan kami ramdam yung galit frustrations disappointment nya,Negative,Hate
sana kahit tapos eleksyon active parin analyn muko tawang-tawa mga jokes nya,Positive,Non-hate
umay talaga daming ebas bigla bigla nalang topic election hahaha,Negative,Hate
n'ung nag family umoo but come election shaded box for never told them lol dami iyak when vpl won then tago room para halatang masaya lol sana next week iyak ulit relief,Positive,Non-hate
dami kong galit nung nakaraang mga araw panay iyak galit galit potangina sana nag election sana campaign period forever,Negative,Hate
palagi nyong pinaglalaban dayaang naganap kung mga survey lamang vp tapos pagkatapos eleksyon bigla syang natalo dun kayo magtaka like what happend last right kakaalam lamang survey for vp that time then what,Negative,Hate
comelec maski naman totoo wala naman gagawin takot boss,Negative,Hate
just like other normal lumabas mga supporter after election kaya nakaka gulat talaga andaming boto kasi mga mayayaman hindi naman apektado bumagsak under hindi nagugulat sakanila,Negative,Hate
nagulat daw pagtanggap vp thru macalintal resulta eleksyon kagulat gulat dun vp has always been reasonable,Positive,Non-hate
tahimik eleksyon pero tatapos laban kita comsec hahhahaha galit galit kayo samin naman lahat dinadala namin nananalo tss,Negative,Hate
bakit nakita kabang mga spoiled brats nag rally dahil nakitang dayaan mga supporter meron bakit bigla nag rally eh klaro pasya taong,Negative,Hate
dami nyong iyak mga robredogs pero nung nung nakitang mga basang balota preshade tsaka mga lugar boto mga kalaban zero tatahimik dba nag recount madumb pero talo padin,Negative,Hate
pls ayoko sana gamitin nat'l upb halalan but wala ibang kung sino magveverify sana matapilok kapag tumawa,Negative,Hate
hindi maiwasan hindi makaramdam takot resulta election bukas friends here abu dhabi praying for vp lenikiko pati mga tropang,Positive,Non-hate
sana araw halalan makatulog ulit yun mga supporters nya para paggising panalo ulit galit lol,Positive,Non-hate
despite reality internet speed connections add natin charge transport vcm's election materials malapit current administration malaki galit vp cnasabing partidong dilawan cnasabing nsa likod pagtakbo vp,Negative,Hate
pala pakiramdam kapag nagawa mong mag-speak throughout election lagi yung nagtitimpi nananahimik kahit pinagkaka-isahan nung mga bbm-dds kong relatives reason ayaw gulo away alam kasi never mababago isip,Positive,Non-hate
pinakinggan comelec hinaing maging pinagkait marinig katotohanan pinatay protest pinaabot cause bakit takot baka lumabas mga taong para hanapin kanila mga boto research,Negative,Hate
gustong gusto mga popster sobra galit kai sg dahil tindig halalan satisfaction daw syang kahihiyan tf,Negative,Hate
alam niyo election anxiety pero ramdam talaga takot vvm mind condition niya mga supporter nya parang alam hindi natin alam kaht lahat survey,Negative,Hate
ever wins this election magpapa giveaway talaga tuwa,Positive,Non-hate
i'm quite optimistic now two days akong umiyak lungkot galit dahil election kailangan siguro mamahinga vp pulitika pagkatapos siyam taon let's acknowledge our loss but let's keep our movement alive nagsisimula palang,Positive,Non-hate
dati pagkatapos eleksyon normal yung sore losers ngaun nauso sore winners galit naka-move,Positive,Non-hate
galit nagpapakalat disinformation conspiracy theories eh katulad eleksyon hindi,Negative,Hate
kya dmi naniwala itong panot nagsabi debate last election vp kya pti asawa naniwala wla cya degree galit galit hhaha.todi tanggol ntin.wla dw kasi resibo peke dw kc nagpost rappler peke wla degree.puru bias nanuod,Negative,Hate
nagpacustomized photocards polaroid aika naman mwhehehe think desurb naman haha own money now kasi binigyan allowance nung nagvolunteer nung election nagulat dun haha pero anyways skl nanaman,Positive,Non-hate
expected comelec tsk-tsk kung takot kayo diyos mga huwag iboto sara maawa kayo mga mga sarili ninyo,Negative,Hate
galit galit migz comelec nanaman kasi mahanap yung provincial cocs lagot yung comelec mandaluyong sulu sultan kudarat pampanga,Negative,Hate
aminado kayong iiyak kayo ngayong eleksyon malakas iyak kase susunod pangulo,Negative,Hate
nabuhayan bigla loob isang counter attack niya naganap halalan noon.ang sino dalawa maayos pamamaraan nagprotesta batas.o yung sore loser naghihimok power panis saken,Negative,Hate
bukod pagiging forever sipsip masyado siyang nasanay papuri noong kaya yabang niya bigla s'yang napahiya mga nangyari eleksyon kaya naapakan pride niya hanggang nag vovoice frustration parang,Negative,Hate
napakatahimik paligid ayaw pagusapan election face face ibang emotions mapapansin feeling proud galit disappointed denial etc pero isang emotion mananaig karamihan fear our future unknown keep praying,Negative,Hate
same here lalo mga ginawang lahat comelec walang ginagawa kahit bulgaran bigayan ferolino bingi bulag tapos abogado dati nandun dun where going kaya puro hindi takot diyos puro walang konsensya kawawang,Negative,Hate
pwede kaya sunod eleksyon kung meron eh independent humawak gobyerno nakaka inis kasi kung gobyerno mismo kasabwat,Negative,Hate
buking!well see nagsampa diba tingnan natin counter charge nagsampa baka hanggang dahil eleksyon pakawala kulelat kayo naman noh mga kakampwets masaya kami masaksihan namin karma niyo may9.toxic kayo,Negative,Hate
friends walked from calios santa cruz last night talaga mga candidates for election traffic ulit kagabi but it's okay it's always fun walk kahit malayo lalakarin basta't friends kasama pagod puro tawa,Positive,Non-hate
talagang tudo aabuso gobyernong para hindi vp election laki takot dahil pare-pareho silang lahat,Negative,Hate
mga bigla bigla kinakabahan kasi papalapit papalapit eleksyon for huhu haba ugh,Negative,Hate
sobrang lungkot this week dahil eleksyon dami kong iniluha tapos tumawag tatay wala daw lola meron isasakit tong linggo payakap naman,Negative,Hate
babiyahe baguio ninyong sabihin after election mababasa yung book kahit inis willing wait pero badtrip talaga,Negative,Hate
pala maging artista kapag medyo down career pwede tumakbo eleksyon guaranteed new,Negative,Hate
tataba utak niyo sobra after election bigla dami covid wala nmn kayo maipakita kapag gobyerno maluwag mga kandidatohan graduation hndi pagbigyan mga estudyante nangarap makatongtong stage makapag suot toga kayo kayo sobra,Negative,Hate
nakakaawa nangyayari bansa mga tao dahil lamang halalan nawalan respeto kapwa pati naman taong nagsuicide dahil pambubully dahil lamang magkaiba political side tapos yung tila tuwang tuwa dahil namatay,Negative,Hate
nakaka move-on election mababasa comments mga apologist dun project nightfall yun nakaramdam nanaman galit hahaha akala malala mga dds matindi pala mga apolo,Negative,Hate
tumakbo raw vp kasi galit know who para talunin pero galit vp nagpapakalat fake news kahit pabor kanila yung eleksyon saan yung hatred hatred talaga kasi mukha namang pinag-aralan yung piloto,Negative,Hate
nakakatawa naman minamock mg student nagrarally ikaw tuwang tuwa mental break state univ para mga hindi makapag focus dahil election anxiety stress hipokrito,Negative,Hate
pustahan after election balik lockdown ulit bigla ulit mgiging mataas cases grave magician naden pala ngaun,Negative,Hate
kasi bukas election tapos pink jxnsjznzn though wala namang political involve cutie sign yarn,Positive,Non-hate
napa iyak after seeing this post naalala yong mga matatanda umiyak nakipagsiksikan yumakap vp naawa kanila lalong natalo election,Negative,Hate
alam nilang dinaya election kaya takot takot totoong nanalo,Neutral,Non-hate
agree botante pero sobrang lungkot talaga dito resulta eleksyon bakit kasi pake pako dahil pangarap somehow umunlad makaahon mahihirap,Negative,Hate
nakakadisappoint yung mga taong hindi pinapahalagahan eleksyon takot katotohanan,Negative,Hate
huy napalitan galit kawawa yung mga namatay dahil magulong eleksyon lanao sur,Negative,Hate
napanood yung tonight with oliver yt election nakakatawa peri bigla mong maaalala pala hahaha,Positive,Non-hate
haha ganon talaga tapos election nagbanta nmn magkakagulo daw db plan can't presidency nlng diba bigla taas lahat synchronized galawan alam this kahit sino maupo ganyan nmn,Negative,Hate
tapos galit comelec vp nung sinabing tanggapin pera pero bumoto kunsensya sistemang bulok,Negative,Hate
kaya pala iyak iyak after election kaya pala para akong zombie naglalakad alam pala mangyayari,Negative,Hate
tangina gusto niyo ispoonfeed sainyo epekto eleksyon toh kinginang mga apolitical niyo noh kayo apektado eh noh,Negative,Hate
hahahahahahahahahahahaha tawang tawa requests goe teh palipasin natin eleksyon gagawan natin paraan,Positive,Non-hate
naisip talaga bigla ewan kung kayo isipin grabe yung galit poot napagkaisahan iglesia meaning grabe yung impact natin mga kaanib election kung iisipin talaga diyos talaga maglalagay posisyon,Positive,Non-hate
tignan mga leni-kiko tarpaulin kahit tapos yung election lalo yung mga leni-kiko painting artwork,Positive,Non-hate
gulat talaga sagot nya istg hahshhahahaha hindi eleksyon classroom kailangan mong magseryoso para future jusko t__t,Negative,Hate
sure lalo't galit,Neutral,Non-hate
yung gigil gigil yurim dahil pinilit nyang talaga nanalo kahit sinabi referee hee talaga pero naniniwala dinaya vp election kahit recount supreme court ruling nagsasabing hindi totoo,Negative,Hate
"galit diktador..pero ikaw,ano ka?isa pinaka mahalagang karapatan tao karapatan pagboto.pero nung bumoto tao labag gusto mo,galit ka.baka naman kaya kayo gumagawa mabuti kasi eleksyon?ngayong tapos iiwas kayo",Negative,Hate
ugok mo...sabihan ulit mandaya hahahaha takot kayo mga sarili nyong maruming gawain,Negative,Hate
parang karamihan talaga diyan galit tapos nagagalit ginawang popularity cintest eleksyon ahahaha,Negative,Hate
just nakamove election kasi nakita vp despite what happened,Positive,Non-hate
fellow kakampinks nating sisihin mga kabila galit galit mukhang hindi alam ibang pwdeng gawin pagkatapos eleksyon maliban humingi recount,Positive,Non-hate
isn't funny that person called supporter hatred turns having stressful videos about bashing vp until election stress pako nung sabihan tapos nmn pala tong hipokritong galit,Negative,Hate
karapatan daw bawat bomoto bwekinginangshit nayan kayo galit nung pinili nmin over mrs vp kayo nalang sana nag eleksyon sainyo,Negative,Hate
yung takot araw-araw lumalala habang papalapit election ipanalo natin pls bumoto,Negative,Hate
kapwa natin para maimulat kanilang mga pero matapos araw eleksyon napagtanto dahil magsimula laban naitakda mananalo dagdag dahilan kung bakit galit galit dahil kahit gaano kalakas,Negative,Hate
alam nya kaya nag sasalita kc galit kanya mga sinasabi kasinungalingan artista alam nya sinasabi nya db gusto kaibigan kami after election alam nya kc talo agenda nya neknek,Negative,Hate
parang mapapauwi bigla baguio after election diko kinakaya init,Negative,Hate
coping mechanism nangyayari election angst violins barda iyak dabog kain but never acceptance,Negative,Hate
comelec mocking with this excuse bakit pulis pupunit kung sample ballots mga yun kita videos tila takot mga tao room hbang naron mga pulis kung sample ballots hindi abogado comelec garcia,Negative,Hate
kasing lala pandidiri mga boboto yung diri mga kumukuha election cup tangina mandaluyong lala,Negative,Hate
talaga ugali niyan ever since dinadaan lagi takot,Negative,Hate
akala done election nanalo pero itong mga hinayupak nanalo kuno election manok tong galit galit apaka talagaaaa eh nuh opo kayo,Negative,Hate
sana mahimasmasan bigla pagkatapos eleksyon parang mga lasing eh,Negative,Hate
minority naman daw pero galit galit napili pamunuan para darating election manang sayo mga,Negative,Hate
true not first time voter pero yung engagement pagsuporta vpleni this election ibang nakaramdam same time,Positive,Non-hate
comment section though sino kcng nagsabing vp sobrang galit nung mga comment section vp hindi naabsorb utak mga nakikita nababasa nakatag nya tapos election nanalo kandidato yern,Negative,Hate
mama kelan wish bus live pampa sana after election miss esbi,Negative,Hate
tanging net kasj totoo bias magbalita kana iyak tapos election mauupo nalang naiyak parin iyakan,Negative,Hate
country after election result kailan kaya kita makikita ka'y tunay gusto iwan dito perooooo,Negative,Hate
bakit nagmamadali takot baka makuhang proof matibay dinuga niyo election,Negative,Hate
source kayo ibang section nawala yung napalitan gigil naisubmit yung exam gusto kong ipaglaban yung side namin sabihin diba niyo before election exam tight sched niyo then move after election move ulit,Negative,Hate
mannered please wala kang karapatan judge i-reveal isang tao kung galit tapos election nanalo kaya magpakatao kana baka mapalitan santanas,Negative,Hate
yung takot pangamba election nawawala dahil donbelle belinda mahal,Positive,Non-hate
kinakabahan pero tawang tawa mga election memes lol,Positive,Non-hate
tapos eleksyon magbati kayo friendship important than politics mukha niyo mga takot mawalan kaibigan,Negative,Hate
hinihintay from ppcrv pag-asa hindi kasi humuhupa yung lungkot takot hindi kayang hindi maiyak everytime naiisip please baka pag-asa,Negative,Hate
alam bakit naumay kami inyo wala kayong kwenta imagine dame tinag namin inyo wala kayong ginawa witness hinahanap malamang wala takot nya mapatay,Negative,Hate
kanina habng naglalakad sumigaw election naaa bigla napaisip ilang araw nalang magbabago ulit natin tapos nabasa years ayuda years bayad utang kaya vote wisely para future natin,Positive,Non-hate
totoo yung mga iyakin for mga pangamba eleksyon nito sobra yung takot kabang niyong eleksyon,Negative,Hate
lala galit anxiety election shuta,Negative,Hate
been crying since yesterday bigla bigla tumutulo hahahahaha hindi makapag focus dahil election,Negative,Hate
hahaha takot nb kc makapandaya gya nung push lola talo nman tingnan kung saan pupulutin after,Negative,Hate
